Algorithm	Dataset	Relevance	Recovery
BicPAMS overlap_9_9_data3.txt 0.827443966122779 0.883838383838384
FABIA overlap_9_9_data3.txt 0.373217391304348 0.62644256575416
UniBic overlap_9_9_data4.txt 0.311427459631149 0.984126984126984
ISA overlap_9_9_data4.txt 0.225244489679919 0.904761904761905
QUBIC overlap_9_9_data4.txt 0.0793571428571428 0.15
OPSM overlap_9_9_data4.txt 0.381863115849877 0.454074074074074
BicPAMS overlap_9_9_data4.txt 0.812828264838248 0.895915678524374
FABIA overlap_9_9_data4.txt 0.409716732542819 0.66897233201581
UniBic overlap_9_9_data5.txt 0.396339088189682 0.984126984126984
ISA overlap_9_9_data5.txt 0.243320589564922 0.888888888888889
QUBIC overlap_9_9_data5.txt 0.0851428571428571 0.15
OPSM overlap_9_9_data5.txt 0.362220403448025 0.530788904190439
BicPAMS overlap_9_9_data5.txt 0.835014360477171 0.883838383838384
FABIA overlap_9_9_data5.txt 0.354173913043478 0.626093189964158
UniBic square_15_15_typeI_data1.txt 0.133132799338791 0.929824561403509
ISA square_15_15_typeI_data1.txt 0.171872913738016 0.340797940797941
QUBIC square_15_15_typeI_data1.txt 0.0553071895424837 0.177777777777778
OPSM square_15_15_typeI_data1.txt 0.321730400813419 0.582070707070707
BicPAMS square_15_15_typeI_data1.txt 0.190917339880922 0.501225490196078
FABIA square_15_15_typeI_data1.txt 0.188383838383838 0.254449254449254
UniBic square_15_15_typeI_data2.txt 0.146100822785254 0.956944444444444
ISA square_15_15_typeI_data2.txt 0.131400930859208 0.223684210526316
QUBIC square_15_15_typeI_data2.txt 0.0461789215686274 0.133333333333333
OPSM square_15_15_typeI_data2.txt 0.350834312219512 0.447426867187004
BicPAMS square_15_15_typeI_data2.txt 0.171293223287355 0.470833333333333
FABIA square_15_15_typeI_data2.txt 0.122041726389552 0.164941338854382
UniBic square_15_15_typeI_data3.txt 0.124805295773049 0.956944444444444
ISA square_15_15_typeI_data3.txt 0.110991821432138 0.302669552669553
QUBIC square_15_15_typeI_data3.txt 0.035015522875817 0.131944444444444
OPSM square_15_15_typeI_data3.txt 0.341004747887075 0.497222222222222
BicPAMS square_15_15_typeI_data3.txt 0.225194107098939 0.377777777777778
FABIA square_15_15_typeI_data3.txt 0.112787185354691 0.172101449275362
UniBic square_15_15_typeI_data4.txt 0.139838192061085 0.958333333333333
ISA square_15_15_typeI_data4.txt 0.172287494370559 0.320848267622461
QUBIC square_15_15_typeI_data4.txt 0.0455686274509804 0.131944444444444
OPSM square_15_15_typeI_data4.txt 0.359934589692147 0.597222222222222
BicPAMS square_15_15_typeI_data4.txt 0.204199184612557 0.601851851851852
FABIA square_15_15_typeI_data4.txt 0.197248572683355 0.239814814814815
UniBic square_15_15_typeI_data5.txt 0.141273016629054 0.96078431372549
ISA square_15_15_typeI_data5.txt 0.144729146564666 0.280714756258235
QUBIC square_15_15_typeI_data5.txt 0.0591241830065359 0.155555555555556
OPSM square_15_15_typeI_data5.txt 0.377910052910053 0.453544061302682
BicPAMS square_15_15_typeI_data5.txt 0.145922284022312 0.523529411764706
FABIA square_15_15_typeI_data5.txt 0.108974025974026 0.119894598155468
UniBic square_15_15_typeII_data1.txt 0.170507017964835 1
ISA square_15_15_typeII_data1.txt 0.23145950357074 0.358554206380293
QUBIC square_15_15_typeII_data1.txt 0.0529093137254902 0.155555555555556
OPSM square_15_15_typeII_data1.txt 0.569635410095403 0.614485981308411
BicPAMS square_15_15_typeII_data1.txt 0.841010149152985 0.9375
FABIA square_15_15_typeII_data1.txt 0.309891304347826 0.4875
UniBic square_15_15_typeII_data2.txt 0.186629258268964 0.938562091503268
ISA square_15_15_typeII_data2.txt 0.0887115443616991 0.149853801169591
QUBIC square_15_15_typeII_data2.txt 0.0463807189542484 0.2
OPSM square_15_15_typeII_data2.txt 0.568588382997964 0.41837290525169
BicPAMS square_15_15_typeII_data2.txt 0.849533403732771 0.9375
FABIA square_15_15_typeII_data2.txt 0.176332134684537 0.206885975001917
UniBic square_15_15_typeII_data3.txt 0.191482753228883 1
ISA square_15_15_typeII_data3.txt 0.260398672683927 0.418932918932919
QUBIC square_15_15_typeII_data3.txt 0.0556151960784314 0.280555555555556
OPSM square_15_15_typeII_data3.txt 0.574536005055455 0.475783475783476
BicPAMS square_15_15_typeII_data3.txt 0.831681000207793 0.9375
FABIA square_15_15_typeII_data3.txt 0.418655462184874 0.638235294117647
UniBic square_15_15_typeII_data4.txt 0.180381382712402 1
ISA square_15_15_typeII_data4.txt 0.292108317699852 0.574177893063342
QUBIC square_15_15_typeII_data4.txt 0.0493496732026144 0.133333333333333
OPSM square_15_15_typeII_data4.txt 0.520162390198798 0.684668284789644
BicPAMS square_15_15_typeII_data4.txt 0.844572916470152 0.9375
FABIA square_15_15_typeII_data4.txt 0.259920289855072 0.3625
UniBic square_15_15_typeII_data5.txt 0.175167439093634 1
ISA square_15_15_typeII_data5.txt 0.223291109908265 0.266754850088183
QUBIC square_15_15_typeII_data5.txt 0.0457050653594771 0.2
OPSM square_15_15_typeII_data5.txt 0.525084709322325 0.704312865497076
BicPAMS square_15_15_typeII_data5.txt 0.790563503666575 1
FABIA square_15_15_typeII_data5.txt 0.327166666666667 0.481944444444444
UniBic square_15_15_typeIII_data1.txt 0.255429153099844 1
ISA square_15_15_typeIII_data1.txt 0.0666128232144856 0.163998610716428
QUBIC square_15_15_typeIII_data1.txt 0.074234477124183 0.155555555555556
OPSM square_15_15_typeIII_data1.txt 0.333194697233732 0.27797385620915
BicPAMS square_15_15_typeIII_data1.txt 0.303636640583937 0.344444444444444
FABIA square_15_15_typeIII_data1.txt 0.320051353874883 0.493736383442266
UniBic square_15_15_typeIII_data2.txt 0.263399934606563 1
ISA square_15_15_typeIII_data2.txt 0.157262398588246 0.279365079365079
QUBIC square_15_15_typeIII_data2.txt 0.0541225490196078 0.133333333333333
OPSM square_15_15_typeIII_data2.txt 0.216746257132629 0.306357694592989
BicPAMS square_15_15_typeIII_data2.txt 0.114858243369867 0.242105263157895
FABIA square_15_15_typeIII_data2.txt 0.265089466089466 0.351851851851852
UniBic square_15_15_typeIII_data3.txt 0.289304413557902 1
ISA square_15_15_typeIII_data3.txt 0.093120523197368 0.181352657004831
QUBIC square_15_15_typeIII_data3.txt 0.0747263071895425 0.195833333333333
OPSM square_15_15_typeIII_data3.txt 0.219819202984838 0.219444444444444
BicPAMS square_15_15_typeIII_data3.txt 0.10726081030188 0.263157894736842
FABIA square_15_15_typeIII_data3.txt 0.339879862700229 0.51030701754386
UniBic square_15_15_typeIII_data4.txt 0.190977731389134 1
ISA square_15_15_typeIII_data4.txt 0.101905399662386 0.162262682850918
QUBIC square_15_15_typeIII_data4.txt 0.0639599673202614 0.191666666666667
OPSM square_15_15_typeIII_data4.txt 0.300776831495786 0.251587301587302
BicPAMS square_15_15_typeIII_data4.txt 0.211554562345284 0.336085311317509
FABIA square_15_15_typeIII_data4.txt 0.300809178743961 0.420833333333333
UniBic square_15_15_typeIII_data5.txt 0.231111449442524 1
ISA square_15_15_typeIII_data5.txt 0.177743918090417 0.364522417153996
QUBIC square_15_15_typeIII_data5.txt 0.0633651960784314 0.192156862745098
OPSM square_15_15_typeIII_data5.txt 0.194232171755187 0.267271832938336
BicPAMS square_15_15_typeIII_data5.txt 0.169977423858949 0.286549707602339
FABIA square_15_15_typeIII_data5.txt 0.333684210526316 0.511695906432749
UniBic square_15_15_typeIV_data1.txt 0.144169818823267 0.979166666666667
ISA square_15_15_typeIV_data1.txt 0.216784045404438 0.384873949579832
QUBIC square_15_15_typeIV_data1.txt 0.0392761437908497 0.194444444444444
OPSM square_15_15_typeIV_data1.txt 0.147388527318041 0.171491228070175
BicPAMS square_15_15_typeIV_data1.txt 0.166361062831222 0.5
FABIA square_15_15_typeIV_data1.txt 0.180188789538635 0.250075414781297
UniBic square_15_15_typeIV_data2.txt 0.138720693031414 0.788819875776398
ISA square_15_15_typeIV_data2.txt 0.208971206133318 0.318518518518518
QUBIC square_15_15_typeIV_data2.txt 0.0257647058823529 0.0861111111111111
OPSM square_15_15_typeIV_data2.txt 0.372872643209331 0.414814814814815
BicPAMS square_15_15_typeIV_data2.txt 0.184607962242311 0.4
FABIA square_15_15_typeIV_data2.txt 0.113666412407831 0.155233494363929
UniBic square_15_15_typeIV_data3.txt 0.120782248146332 0.717667958656331
ISA square_15_15_typeIV_data3.txt 0.194564632055154 0.447222222222222
QUBIC square_15_15_typeIV_data3.txt 0.0418415032679739 0.151388888888889
OPSM square_15_15_typeIV_data3.txt 0.239787912465931 0.264903193981995
BicPAMS square_15_15_typeIV_data3.txt 0.161319293069765 0.441176470588235
FABIA square_15_15_typeIV_data3.txt 0.127365353944301 0.16808367071525
UniBic square_15_15_typeIV_data4.txt 0.164249090312575 0.933333333333333
ISA square_15_15_typeIV_data4.txt 0.242693697663506 0.492510893246187
QUBIC square_15_15_typeIV_data4.txt 0.0333676470588235 0.173611111111111
OPSM square_15_15_typeIV_data4.txt 0.249669715529027 0.250355774493706
BicPAMS square_15_15_typeIV_data4.txt 0.267971894916938 0.588888888888889
FABIA square_15_15_typeIV_data4.txt 0.183057208237986 0.271929824561404
UniBic square_15_15_typeIV_data5.txt 0.0940812183946108 0.677272727272727
ISA square_15_15_typeIV_data5.txt 0.18540685286834 0.31712962962963
QUBIC square_15_15_typeIV_data5.txt 0.037484477124183 0.131944444444444
OPSM square_15_15_typeIV_data5.txt 0.187268570215418 0.233187134502924
BicPAMS square_15_15_typeIV_data5.txt 0.15488169902991 0.38562091503268
FABIA square_15_15_typeIV_data5.txt 0.164537549407115 0.233069828722003
UniBic square_15_15_typeV_data1.txt 0.222772110856005 1
ISA square_15_15_typeV_data1.txt 0.130318157389707 0.263492063492063
QUBIC square_15_15_typeV_data1.txt 0.0401732026143791 0.109722222222222
OPSM square_15_15_typeV_data1.txt 0.301498971122122 0.267687074829932
BicPAMS square_15_15_typeV_data1.txt 0.332439436380416 0.588888888888889
FABIA square_15_15_typeV_data1.txt 0.166195569136746 0.234063322298616
UniBic square_15_15_typeV_data2.txt 0.227282094992496 1
ISA square_15_15_typeV_data2.txt 0.13815176773481 0.305092592592593
QUBIC square_15_15_typeV_data2.txt 0.0339926470588235 0.154166666666667
OPSM square_15_15_typeV_data2.txt 0.359023672111371 0.605555555555556
BicPAMS square_15_15_typeV_data2.txt 0.32088320020014 0.588888888888889
FABIA square_15_15_typeV_data2.txt 0.227423648247178 0.335403050108932
UniBic square_15_15_typeV_data3.txt 0.127768627477289 0.895833333333333
ISA square_15_15_typeV_data3.txt 0.205012749716476 0.377205882352941
QUBIC square_15_15_typeV_data3.txt 0.0403374183006536 0.166666666666667
OPSM square_15_15_typeV_data3.txt 0.284630394857668 0.355555555555556
BicPAMS square_15_15_typeV_data3.txt 0.246897473968416 0.503921568627451
FABIA square_15_15_typeV_data3.txt 0.22703818369453 0.323308270676692
UniBic square_15_15_typeV_data4.txt 0.143252317203684 0.744791666666667
ISA square_15_15_typeV_data4.txt 0.136142851583287 0.271650326797386
QUBIC square_15_15_typeV_data4.txt 0.0422532679738562 0.109722222222222
OPSM square_15_15_typeV_data4.txt 0.547599749470745 0.383711615487316
BicPAMS square_15_15_typeV_data4.txt 0.308676693891711 0.598692810457516
FABIA square_15_15_typeV_data4.txt 0.197536748559766 0.271147106185469
UniBic square_15_15_typeV_data5.txt 0.209525972119585 1
ISA square_15_15_typeV_data5.txt 0.183043887020495 0.390277777777778
QUBIC square_15_15_typeV_data5.txt 0.0498725490196079 0.176388888888889
OPSM square_15_15_typeV_data5.txt 0.375102373364405 0.301298701298701
BicPAMS square_15_15_typeV_data5.txt 0.296247918198423 0.597222222222222
FABIA square_15_15_typeV_data5.txt 0.254777432712215 0.379770531400966
UniBic square_15_15_typeVI_data1.txt 0.158251965450398 0.96078431372549
ISA square_15_15_typeVI_data1.txt 0.175341708673994 0.390277777777778
QUBIC square_15_15_typeVI_data1.txt 0.0429558823529412 0.266666666666667
OPSM square_15_15_typeVI_data1.txt 0.300343249427918 0.473180076628352
BicPAMS square_15_15_typeVI_data1.txt 0.222117467749792 0.362229102167183
FABIA square_15_15_typeVI_data1.txt 0.168136645962733 0.219433465085639
UniBic square_15_15_typeVI_data2.txt 0.102595036373349 0.770833333333333
ISA square_15_15_typeVI_data2.txt 0.22431859752172 0.446929824561404
QUBIC square_15_15_typeVI_data2.txt 0.0497761437908497 0.259722222222222
OPSM square_15_15_typeVI_data2.txt 0.423550257548593 0.324358974358974
BicPAMS square_15_15_typeVI_data2.txt 0.542644943560949 0.483918128654971
FABIA square_15_15_typeVI_data2.txt 0.266359649122807 0.409722222222222
UniBic square_15_15_typeVI_data3.txt 0.141058193277311 0.977777777777778
ISA square_15_15_typeVI_data3.txt 0.197069810247617 0.448309178743961
QUBIC square_15_15_typeVI_data3.txt 0.0498864379084967 0.2625
OPSM square_15_15_typeVI_data3.txt 0.3414125276668 0.377018933898746
BicPAMS square_15_15_typeVI_data3.txt 0.240326331354996 0.526143790849673
FABIA square_15_15_typeVI_data3.txt 0.215565217391304 0.303623188405797
UniBic square_15_15_typeVI_data4.txt 0.145029341172287 0.939950980392157
ISA square_15_15_typeVI_data4.txt 0.198748440216816 0.413888888888889
QUBIC square_15_15_typeVI_data4.txt 0.0412647058823529 0.244444444444444
OPSM square_15_15_typeVI_data4.txt 0.366651032153213 0.327736380195397
BicPAMS square_15_15_typeVI_data4.txt 0.24425019499423 0.391640866873065
FABIA square_15_15_typeVI_data4.txt 0.199071434241713 0.271984805318139
UniBic square_15_15_typeVI_data5.txt 0.169020577576284 1
ISA square_15_15_typeVI_data5.txt 0.204114383546369 0.493055555555556
QUBIC square_15_15_typeVI_data5.txt 0.0412834967320261 0.222222222222222
OPSM square_15_15_typeVI_data5.txt 0.356087120268555 0.362091503267974
BicPAMS square_15_15_typeVI_data5.txt 0.430353208846062 0.55119825708061
FABIA square_15_15_typeVI_data5.txt 0.173406341941811 0.232247284878864
UniBic square_20_20_typeI_data1.txt 0.672105263157895 0.976190476190476
ISA square_20_20_typeI_data1.txt 0.228410288857628 0.548383500557414
QUBIC square_20_20_typeI_data1.txt 0.0331428571428571 0.1
OPSM square_20_20_typeI_data1.txt 0.435308272327723 0.489755639097744
BicPAMS square_20_20_typeI_data1.txt 0.425701808128335 0.675595238095238
FABIA square_20_20_typeI_data1.txt 0.247758192863866 0.286179546260191
UniBic square_20_20_typeI_data2.txt 0.469033613445378 0.91547619047619
ISA square_20_20_typeI_data2.txt 0.258383952256163 0.501748251748252
QUBIC square_20_20_typeI_data2.txt 0.0335497835497835 0.0738095238095238
OPSM square_20_20_typeI_data2.txt 0.375435751375649 0.264596273291925
BicPAMS square_20_20_typeI_data2.txt 0.426416278456963 0.671590909090909
FABIA square_20_20_typeI_data2.txt 0.153784039879702 0.185832743452321
UniBic square_20_20_typeI_data3.txt 0.523615600086188 0.951785714285714
ISA square_20_20_typeI_data3.txt 0.337024164103265 0.555011261261261
QUBIC square_20_20_typeI_data3.txt 0.0427878787878787 0.1
OPSM square_20_20_typeI_data3.txt 0.412740574514391 0.451237990482176
BicPAMS square_20_20_typeI_data3.txt 0.453890686220783 0.725
FABIA square_20_20_typeI_data3.txt 0.415109270761445 0.468886588451806
UniBic square_20_20_typeI_data4.txt 0.395427489177489 1
ISA square_20_20_typeI_data4.txt 0.281929123280934 0.478122529644269
QUBIC square_20_20_typeI_data4.txt 0.0344761904761904 0.0869047619047619
OPSM square_20_20_typeI_data4.txt 0.406123752714894 0.414943609022556
BicPAMS square_20_20_typeI_data4.txt 0.446291977271557 0.691071428571429
FABIA square_20_20_typeI_data4.txt 0.255662478048462 0.314542138895587
UniBic square_20_20_typeI_data5.txt 0.435122230710466 1
ISA square_20_20_typeI_data5.txt 0.296979765687357 0.495696793516561
QUBIC square_20_20_typeI_data5.txt 0.0248095238095238 0.0607142857142857
OPSM square_20_20_typeI_data5.txt 0.42888107581904 0.596188077564005
BicPAMS square_20_20_typeI_data5.txt 0.458903646281943 0.7
FABIA square_20_20_typeI_data5.txt 0.334962962962963 0.381666666666667
UniBic square_20_20_typeII_data1.txt 0.3380355276907 1
ISA square_20_20_typeII_data1.txt 0.255604417162773 0.861471861471861
QUBIC square_20_20_typeII_data1.txt 0.0387640692640692 0.125
OPSM square_20_20_typeII_data1.txt 0.507404193144319 0.35294723428501
BicPAMS square_20_20_typeII_data1.txt 0.878399425231195 0.909090909090909
FABIA square_20_20_typeII_data1.txt 0.603961980048937 0.728166760775457
UniBic square_20_20_typeII_data2.txt 0.318307131465026 0.9875
ISA square_20_20_typeII_data2.txt 0.420737670935994 0.658465628574324
QUBIC square_20_20_typeII_data2.txt 0.0448333333333333 0.133928571428571
OPSM square_20_20_typeII_data2.txt 0.532269980220202 0.428089100196384
BicPAMS square_20_20_typeII_data2.txt 0.849310517597363 0.909090909090909
FABIA square_20_20_typeII_data2.txt 0.702839826839827 0.858549783549784
UniBic square_20_20_typeII_data3.txt 0.318810599731652 1
ISA square_20_20_typeII_data3.txt 0.24501754004995 0.656818181818182
